path,class_idx,class_name,binary_label,score,prediction
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/000.png,0,crack,1,0.046083402,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/001.png,0,crack,1,0.039906938,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/002.png,0,crack,1,0.02995027,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/003.png,0,crack,1,0.024247242,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/004.png,0,crack,1,0.035601463,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/005.png,0,crack,1,0.024237344,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/006.png,0,crack,1,0.029465305,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/007.png,0,crack,1,0.06717289,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/008.png,0,crack,1,0.07137825,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/009.png,0,crack,1,0.08046467,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/010.png,0,crack,1,0.07495224,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/011.png,0,crack,1,0.04947858,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/012.png,0,crack,1,0.026941782,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/013.png,0,crack,1,0.025397196,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/014.png,0,crack,1,0.029873312,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/015.png,0,crack,1,0.036964566,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/016.png,0,crack,1,0.031868678,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/crack/017.png,0,crack,1,0.049985964,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/000.png,1,cut,1,0.03316341,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/001.png,1,cut,1,0.03017092,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/002.png,1,cut,1,0.029022222,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/003.png,1,cut,1,0.030004973,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/004.png,1,cut,1,0.029326528,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/005.png,1,cut,1,0.02752856,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/006.png,1,cut,1,0.027831534,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/007.png,1,cut,1,0.024268175,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/008.png,1,cut,1,0.03190295,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/009.png,1,cut,1,0.027942518,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/010.png,1,cut,1,0.025175989,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/011.png,1,cut,1,0.023340575,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/012.png,1,cut,1,0.027255801,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/013.png,1,cut,1,0.025052035,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/014.png,1,cut,1,0.026048368,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/015.png,1,cut,1,0.03100167,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/cut/016.png,1,cut,1,0.026464486,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/000.png,2,good,0,0.025077613,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/001.png,2,good,0,0.024978638,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/002.png,2,good,0,0.028616443,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/003.png,2,good,0,0.023096265,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/004.png,2,good,0,0.024139965,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/005.png,2,good,0,0.027119825,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/006.png,2,good,0,0.025889024,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/007.png,2,good,0,0.029390657,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/008.png,2,good,0,0.024959961,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/009.png,2,good,0,0.025657376,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/010.png,2,good,0,0.025076216,1
/Users/rashid/data/DS/AD/mvtec_anomaly_detection/hazelnut/test/good/011.png,2,good,0,0.023593754,1
